LAT,LON,scrubbed.name,GENUS,SPECIES,FAMILY,YEAR,FULLNAME,uID,ALT,GEODESC,PLANTDESC,LOCDESC,HABDESC,SCRUBBEDGENUS
18.146,-66.973,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,1963,Ocotea leucoxylon (Sw.) Mez,GBIF urn:catalog:MO:Tropicos:2368845,NA,Maricao National Forest.,NA,NA,NA,Ocotea
18.146,-66.973,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,1963,Ocotea leucoxylon (Sw.) Mez,GBIF urn:catalog:MO:Tropicos:2365897,NA,Maricao National Forest.,NA,NA,NA,Ocotea
18.146,-66.973,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,1963,Ocotea leucoxylon (Sw.) Mez,GBIF urn:catalog:MO:Tropicos:2369111,NA,Maricao National Forest.,NA,NA,NA,Ocotea
18.146,-66.973,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,1963,Ocotea leucoxylon (Sw.) Mez,GBIF urn:catalog:MO:Tropicos:2367051,NA,Maricao National Forest.,NA,NA,NA,Ocotea
18.07929,-66.90641,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,1950,Ocotea leucoxylon (Sw.) Mez,GBIF c38f2f0c-def1-4c32-91a0-2e10c00ffefb,900,Susúa Forest Reserve.,NA,NA,NA,Ocotea
18.07929,-66.90641,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,1950,Ocotea leucoxylon (Sw.) Mez,GBIF 4180ccc1-fe45-42af-bb39-e68882f73ac3,900,Susúa Forest Reserve.,NA,NA,NA,Ocotea
18.3,-65.783,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,1938,Ocotea leucoxylon (Sw.) Mez,GBIF urn:catalog:MO:Tropicos:1944495,800,El Yunque,NA,NA,NA,Ocotea
18.31048,-65.73681,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,1935,Ocotea leucoxylon (Sw.) Mez,GBIF 78b44d61-d122-4266-a00e-b500917b6774,1000,Luquillo Mountains.,NA,NA,NA,Ocotea
18.19173,-65.86494,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,1923,Ocotea leucoxylon (Sw.) Mez,GBIF 3100bb9e-61be-4311-a79f-6648fa888607,NA,NA,NA,NA,NA,Ocotea
18.11019,-66.05387,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2012,OCOTEA LEUCOXYLON,MANUAL  RAM355,NA,,NA,NA,NA,Ocotea
18.1761,-66.699089,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720010046,NA,NA,NA,NA,NA,Ocotea
18.1761,-66.699089,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720010046,NA,NA,NA,NA,NA,Ocotea
18.179861,-66.786339,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720010295,NA,NA,NA,NA,NA,Ocotea
18.179861,-66.786339,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720010295,NA,NA,NA,NA,NA,Ocotea
18.207139,-66.757339,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720010312,NA,NA,NA,NA,NA,Ocotea
18.179511,-66.701411,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720010349,NA,NA,NA,NA,NA,Ocotea
18.179511,-66.701411,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720010349,NA,NA,NA,NA,NA,Ocotea
18.20806,-66.73019,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720010367,NA,NA,NA,NA,NA,Ocotea
18.20806,-66.73019,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720010367,NA,NA,NA,NA,NA,Ocotea
18.17998,-66.72916,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720010368,NA,NA,NA,NA,NA,Ocotea
18.17998,-66.72916,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720010368,NA,NA,NA,NA,NA,Ocotea
18.23395,-66.16164,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720070764,NA,NA,NA,NA,NA,Ocotea
18.23395,-66.16164,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720070764,NA,NA,NA,NA,NA,Ocotea
18.127753,-66.246758,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720090655,NA,NA,NA,NA,NA,Ocotea
18.127753,-66.246758,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720090655,NA,NA,NA,NA,NA,Ocotea
18.315619,-67.127481,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720110048,NA,NA,NA,NA,NA,Ocotea
18.315619,-67.127481,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720110048,NA,NA,NA,NA,NA,Ocotea
18.26165,-67.098739,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720110071,NA,NA,NA,NA,NA,Ocotea
18.26165,-67.098739,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720110071,NA,NA,NA,NA,NA,Ocotea
18.261511,-67.070769,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720110092,NA,NA,NA,NA,NA,Ocotea
18.261511,-67.070769,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720110092,NA,NA,NA,NA,NA,Ocotea
18.338761,-66.74515,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720130144,NA,NA,NA,NA,NA,Ocotea
18.372139,-66.730411,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720130324,NA,NA,NA,NA,NA,Ocotea
18.370528,-66.672944,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720130361,NA,NA,NA,NA,NA,Ocotea
18.144881,-67.173481,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720230002,NA,NA,NA,NA,NA,Ocotea
18.196431,-66.025689,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720250044,NA,NA,NA,NA,NA,Ocotea
18.152961,-66.048431,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720250786,NA,NA,NA,NA,NA,Ocotea
18.103439,-66.076419,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720350038,NA,NA,NA,NA,NA,Ocotea
18.103439,-66.076419,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720350038,NA,NA,NA,NA,NA,Ocotea
18.12585,-66.076261,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720350769,NA,NA,NA,NA,NA,Ocotea
18.12585,-66.076261,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720350769,NA,NA,NA,NA,NA,Ocotea
18.07202,-66.16139,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720350771,NA,NA,NA,NA,NA,Ocotea
18.07202,-66.16139,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720350771,NA,NA,NA,NA,NA,Ocotea
18.293069,-66.527131,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720390042,NA,NA,NA,NA,NA,Ocotea
18.214261,-66.524519,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720390078,NA,NA,NA,NA,NA,Ocotea
18.288661,-66.559069,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720390441,NA,NA,NA,NA,NA,Ocotea
18.288661,-66.559069,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720390441,NA,NA,NA,NA,NA,Ocotea
18.31675,-66.474531,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720390495,NA,NA,NA,NA,NA,Ocotea
18.31675,-66.474531,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720390495,NA,NA,NA,NA,NA,Ocotea
18.28873,-66.50383,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720390496,NA,NA,NA,NA,NA,Ocotea
18.234439,-66.1902,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720450690,NA,NA,NA,NA,NA,Ocotea
18.234439,-66.1902,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720450690,NA,NA,NA,NA,NA,Ocotea
18.089781,-66.076689,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720570005,NA,NA,NA,NA,NA,Ocotea
18.089781,-66.076689,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720570005,NA,NA,NA,NA,NA,Ocotea
18.071969,-66.10475,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720570752,NA,NA,NA,NA,NA,Ocotea
18.125289,-66.757561,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720590315,NA,NA,NA,NA,NA,Ocotea
18.125289,-66.757561,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720590315,NA,NA,NA,NA,NA,Ocotea
18.125881,-65.849389,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720690909,NA,NA,NA,NA,NA,Ocotea
18.427319,-67.044489,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720710046,NA,NA,NA,NA,NA,Ocotea
18.397589,-66.957189,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720710166,NA,NA,NA,NA,NA,Ocotea
18.397589,-66.957189,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720710166,NA,NA,NA,NA,NA,Ocotea
18.218231,-66.624761,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720730023,NA,NA,NA,NA,NA,Ocotea
18.218231,-66.624761,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720730023,NA,NA,NA,NA,NA,Ocotea
18.166861,-66.6118,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720730055,NA,NA,NA,NA,NA,Ocotea
18.166861,-66.6118,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720730055,NA,NA,NA,NA,NA,Ocotea
18.180469,-66.644869,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720730387,NA,NA,NA,NA,NA,Ocotea
18.261489,-66.559089,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720730442,NA,NA,NA,NA,NA,Ocotea
18.262411,-66.900689,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720810212,NA,NA,NA,NA,NA,Ocotea
18.261069,-66.871861,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720810232,NA,NA,NA,NA,NA,Ocotea
18.179939,-66.843131,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720810255,NA,NA,NA,NA,NA,Ocotea
18.179939,-66.843131,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720810255,NA,NA,NA,NA,NA,Ocotea
18.235261,-66.984439,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720830152,NA,NA,NA,NA,NA,Ocotea
18.235261,-66.984439,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720830152,NA,NA,NA,NA,NA,Ocotea
18.3084,-65.749939,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720890029,NA,NA,NA,NA,NA,Ocotea
18.3084,-65.749939,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720890029,NA,NA,NA,NA,NA,Ocotea
18.342439,-65.735719,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720890950,NA,NA,NA,NA,NA,Ocotea
18.342439,-65.735719,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720890950,NA,NA,NA,NA,NA,Ocotea
18.31564,-65.70811,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720890960,NA,NA,NA,NA,NA,Ocotea
18.31564,-65.70811,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720890960,NA,NA,NA,NA,NA,Ocotea
18.183069,-66.947661,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720930010,NA,NA,NA,NA,NA,Ocotea
18.143681,-66.974181,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720930049,NA,NA,NA,NA,NA,Ocotea
18.180081,-66.899239,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720930215,NA,NA,NA,NA,NA,Ocotea
18.20777,-67.07039,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720970115,NA,NA,NA,NA,NA,Ocotea
18.342819,-67.127581,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720990047,NA,NA,NA,NA,NA,Ocotea
18.342819,-67.127581,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720990047,NA,NA,NA,NA,NA,Ocotea
18.42375,-67.100028,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720990065,NA,NA,NA,NA,NA,Ocotea
18.42375,-67.100028,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720990065,NA,NA,NA,NA,NA,Ocotea
18.342811,-67.098439,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 720990068,NA,NA,NA,NA,NA,Ocotea
18.342811,-67.098439,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 720990068,NA,NA,NA,NA,NA,Ocotea
18.23476,-65.79334,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721030934,NA,NA,NA,NA,NA,Ocotea
18.23476,-65.79334,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721030934,NA,NA,NA,NA,NA,Ocotea
18.2856,-66.270961,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721050017,NA,NA,NA,NA,NA,Ocotea
18.2856,-66.270961,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721050017,NA,NA,NA,NA,NA,Ocotea
18.285,-66.2249,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721050019,NA,NA,NA,NA,NA,Ocotea
18.212331,-66.47395,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721070043,NA,NA,NA,NA,NA,Ocotea
18.212331,-66.47395,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721070043,NA,NA,NA,NA,NA,Ocotea
18.208431,-66.376411,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721070047,NA,NA,NA,NA,NA,Ocotea
18.18105,-66.5028,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721070537,NA,NA,NA,NA,NA,Ocotea
18.095461,-66.039181,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721090002,NA,NA,NA,NA,NA,Ocotea
18.074919,-66.0561,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721090007,NA,NA,NA,NA,NA,Ocotea
18.074919,-66.0561,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721090007,NA,NA,NA,NA,NA,Ocotea
18.038189,-66.079419,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721090028,NA,NA,NA,NA,NA,Ocotea
17.989869,-65.956319,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721090052,NA,NA,NA,NA,NA,Ocotea
17.989869,-65.956319,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721090052,NA,NA,NA,NA,NA,Ocotea
18.044211,-65.9917,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721090826,NA,NA,NA,NA,NA,Ocotea
18.044211,-65.9917,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721090826,NA,NA,NA,NA,NA,Ocotea
18.095169,-66.751469,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721110012,NA,NA,NA,NA,NA,Ocotea
18.095169,-66.751469,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721110012,NA,NA,NA,NA,NA,Ocotea
18.087369,-66.601131,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721130047,NA,NA,NA,NA,NA,Ocotea
18.087369,-66.601131,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721130047,NA,NA,NA,NA,NA,Ocotea
18.124958,-66.644011,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721130389,NA,NA,NA,NA,NA,Ocotea
18.124958,-66.644011,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721130389,NA,NA,NA,NA,NA,Ocotea
18.305489,-65.785389,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721190068,NA,NA,NA,NA,NA,Ocotea
18.1282,-66.9499,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721210005,NA,NA,NA,NA,NA,Ocotea
18.164581,-67.036819,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721250002,NA,NA,NA,NA,NA,Ocotea
18.164581,-67.036819,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721250002,NA,NA,NA,NA,NA,Ocotea
18.141361,-67.023081,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721250011,NA,NA,NA,NA,NA,Ocotea
18.141361,-67.023081,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721250011,NA,NA,NA,NA,NA,Ocotea
18.122431,-66.987769,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721250027,NA,NA,NA,NA,NA,Ocotea
18.317181,-66.048519,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721270056,NA,NA,NA,NA,NA,Ocotea
18.317181,-66.048519,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721270056,NA,NA,NA,NA,NA,Ocotea
18.125831,-65.989919,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721290823,NA,NA,NA,NA,NA,Ocotea
18.099019,-65.934311,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721290859,NA,NA,NA,NA,NA,Ocotea
18.099019,-65.934311,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721290859,NA,NA,NA,NA,NA,Ocotea
18.316469,-66.985211,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721310149,NA,NA,NA,NA,NA,Ocotea
18.316469,-66.985211,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721310149,NA,NA,NA,NA,NA,Ocotea
18.261369,-66.75775,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721410310,NA,NA,NA,NA,NA,Ocotea
18.23425,-66.6729,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721410366,NA,NA,NA,NA,NA,Ocotea
18.23425,-66.6729,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721410366,NA,NA,NA,NA,NA,Ocotea
18.315619,-66.6447,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721410382,NA,NA,NA,NA,NA,Ocotea
18.315619,-66.6447,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721410382,NA,NA,NA,NA,NA,Ocotea
18.315219,-66.615466,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721410401,NA,NA,NA,NA,NA,Ocotea
18.315219,-66.615466,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721410401,NA,NA,NA,NA,NA,Ocotea
18.26205,-66.787211,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721410423,NA,NA,NA,NA,NA,Ocotea
18.26205,-66.787211,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721410423,NA,NA,NA,NA,NA,Ocotea
18.067289,-65.806611,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721510040,NA,NA,NA,NA,NA,Ocotea
18.067289,-65.806611,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721510040,NA,NA,NA,NA,NA,Ocotea
18.072519,-65.96275,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2003,ocotea_leucoxylon,FIA 721510843,NA,NA,NA,NA,NA,Ocotea
18.072519,-65.96275,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2008,ocotea_leucoxylon,FIA 721510843,NA,NA,NA,NA,NA,Ocotea
18.09316177,-66.02932175,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,790 24PLOT,NA,NA,NA,NA,NA,Ocotea
18.10175875,-66.04330494,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,791 24PLOT,NA,NA,NA,NA,NA,Ocotea
18.09443347,-66.04165354,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,792 24PLOT,NA,NA,NA,NA,NA,Ocotea
18.41588801,-66.98728334,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,793 24PLOT,NA,NA,NA,NA,NA,Ocotea
18.42618023,-66.98788055,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,794 24PLOT,NA,NA,NA,NA,NA,Ocotea
18.41119649,-66.95890959,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,795 24PLOT,NA,NA,NA,NA,NA,Ocotea
18.12408881,-66.73988493,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,796 24PLOT,NA,NA,NA,NA,NA,Ocotea
18.12332028,-66.75078769,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,797 24PLOT,NA,NA,NA,NA,NA,Ocotea
18.13950523,-66.70295016,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,798 24PLOT,NA,NA,NA,NA,NA,Ocotea
18.31181981,-65.82602615,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,799 24PLOT,NA,NA,NA,NA,NA,Ocotea
18.32319167,-65.81688888,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,800 24PLOT,NA,NA,NA,NA,NA,Ocotea
18.314284,-65.732,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,801 24PLOT,NA,NA,NA,NA,NA,Ocotea
18.326968,-66.68254903,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,802 24PLOT,NA,NA,NA,NA,NA,Ocotea
18.3382197,-66.72232619,Ocotea leucoxylon,Ocotea,leucoxylon,LAURACEAE,2014,OCOTEA LEUCOXYLON,803 24PLOT,NA,NA,NA,NA,NA,Ocotea
